Pokemon,HP,Attack,Defense,Special Attack,Special Defense,Speed,Type1,Type2,Move 1,Move 2,Move 3,Size,Weight,Skill 1,Skill 2,Skill 3,Skill 4,Skill 5,Skill 6,Skill 7,Passive 1,Passive 2,Passive 3,Passive 4,Passive 5,Passive 6,Passive 7,Proficiency 1,Proficiency 2,Proficiency 3,Proficiency 4,Proficiency 5,Proficiency 6,Proficiency 7,Proficiency 8,EggGroup1,EggGroup2,Egg Hatch Rate,Habitat 1,Habitat 2,Habitat 3,Habitat 4,Habitat 5,Diet,Rarity,Base Form,Special Form Type,Gigantamax Move,Evolves From,Legendary HP,Move 4,Move 5,Move 6,Legendary Move 1,Legendary Move 2,Legendary Move 3,Legendary Move 4,Legenadary Passive 1,Legenadary Passive 2,Legenadary Passive 3,Legendary Feature 1,Legendary Feature 2
Samurott,60,10,9,11,7,7,Water,,Slash,Revenge,Aqua Tail,Large,Heavy,Fountain,Swimmer,,,,,,Focus Energy,Swords Dance,Shell Armor,Torrent,,,,Fighting,Ice,Water,Blades/Claws,Bruiser,,,"Razor Shell, Hydro Cannon",Field,-,10 Days,Beach,,,,,Omnivore,Rare,,,,Dewott,,,,,,,,,,,,,
Froakie,24,6,4,6,4,7,Water,,Pound,Bubble,Quick Attack,Small,Light,Fountain,Gilled,Swimmer,Climber,,,,Growl,Torrent,,,,,,Ice,Water,Tricky,,,,,"Bounce, Camouflage",Water 1,-,10 Days,Ponds,Wetlands,,,,Omnivore,Rare,,,,,,,,,,,,,,,,,
Frogadier,30,6,5,8,6,10,Water,,Water Pulse,Smoke Screen,Smack Down,Small,Light,Fountain,Gilled,Swimmer,Climber,,,,Growl,Torrent,,,,,,Ice,Water,Tricky,,,,,"Bounce, Camouflage",Water 1,-,10 Days,Ponds,Wetlands,,,,Omnivore,Rare,,,,Froakie,,,,,,,,,,,,,
Greninja,42,10,7,10,7,12,Water,Dark,Water Shuriken,Double Team,Night Slash,Medium,Medium,Fountain,Gilled,Swimmer,Climber,Stealth,,,Growl,Protean,Torrent,,,,,Ice,Water,Tricky,Dark,,,,"Bounce, Camouflage, Hydro Cannon, Mat Block, Water Shuriken",Water 1,-,10 Days,Ponds,Wetlands,,,,Omnivore,Rare,,,,Frogadier,,,,,,,,,,,,,
Mega Greninja,42,15,7,15,7,13,Water,Dark,Water Shuriken,Double Team,Night Slash,Medium,Medium,Fountain,Gilled,Swimmer,,,,,Growl,Protean,Torrent,Battle Bond,,,,Dark,Ice,Water,Tricky,,,,"Bounce, Camouflage, Hydro Cannon, Mat Block, Water Shuriken",Water 1,-,10 Days,Ponds,Wetlands,,,,Omnivore,Rare,Greninja,Mega,,Frogadier,,,,,,,,,,,,,
Popplio,30,5,5,7,6,4,Water,,Pound,Water Gun,Disarming Voice,Small,Light,Fountain,Swimmer,,,,,,Baby-Doll Eyes,Torrent,,,,,,Fairy,Ice,Water,Cutesy,Sound,,,,Water 1,Field,10 Days,Beach,,,,,Omnivore,Rare,,,,,,,,,,,,,,,,,
Brionne,36,7,7,9,8,5,Water,,Aqua Jet,Encore,Bubble Beam,Small,Medium,Fountain,Swimmer,,,,,,Baby-Doll Eyes,Torrent,,,,,,Fairy,Ice,Water,Cutesy,Sound,,,,Water 1,Field,10 Days,Beach,,,,,Omnivore,Rare,,,,Popplio,,,,,,,,,,,,,
Primarina,48,7,7,13,12,6,Water,Fairy,Sparkling Aria,Moonblast,Sing,Large,Medium,Fountain,Swimmer,,,,,,Baby-Doll Eyes,Liquid Voice,Torrent,,,,,Fairy,Ice,Water,Cutesy,Sound,,,"Hydro Cannon, Perish Song, Sparkling Aria",Water 1,Field,10 Days,Beach,,,,,Omnivore,Rare,,,,Brionne,,,,,,,,,,,,,
Sobble,30,4,4,7,4,7,Water,,Pound,Water Gun,Bind,Small,Light,Fountain,Swimmer,Invisibility,,,,,Growl,Torrent,,,,,,Ice,Water,Tricky,,,,,Bind,Water 1,Field,10 Days,Ponds,,,,,Omnivore,Rare,,,,,,,,,,,,,,,,,
Drizzile,42,6,6,10,6,9,Water,,Sucker Punch,Water Pulse,Rain Dance,Medium,Medium,Fountain,Swimmer,Climber,Intelligence,Invisibility,,,Growl,Tearful Look,Torrent,,,,,Ice,Water,Tricky,,,,,,Water 1,Field,10 Days,Ponds,,,,,Omnivore,Rare,,,,Sobble,,,,,,,,,,,,,
Inteleon,42,9,7,13,7,12,Water,,Snipe Shot,Liquidation,Soak,Medium,Medium,Fountain,Swimmer,Climber,Intelligence,Stealth,Invisibility,,Growl,Tearful Look,Sniper,Torrent,,,,Ice,Water,Tricky,,,,,"Hydro Cannon, Snipe Shot",Water 1,Field,10 Days,Ponds,,,,,Omnivore,Rare,,,G-Max Hydrosnipe,Drizzile,,,,,,,,,,,,,
Gigantamax Inteleon,210,9,7,13,7,12,Water,,Snipe Shot,Liquidation,Soak,Large (Dynamic),Heavy (Dynamic),Fountain,Swimmer,Climber,Intelligence,Stealth,,,Growl,Tearful Look,Sniper,Torrent,,,,Ice,Water,Tricky,,,,,"Hydro Cannon, Snipe Shot",Water 1,Field,10 Days,Ponds,,,,,Omnivore,Rare,Inteleon,Gigantamax,G-Max Hydrosnipe,Drizzile,,,,,,,,,,,,,
Pichu,12,4,2,4,4,6,Electric,,Thunder Shock,Sweet Kiss,Thunder Wave,Small,Featherweight,Zapper,,,,,,,Charm,Nasty Plot,Tail Whip,Static,,,,Electric,Cutesy,,,,,,"Electroweb, Volt Tackle",Field,Fairy,4 Days,Forest,Urban,,,,Herbivore,Uncommon,,,,,,,,,,,,,,,,,
Pikachu,24,6,4,5,5,9,Electric,,Quick Attack,Iron Tail,Nuzzle,Small,Medium,Zapper,,,,,,,Charm,Nasty Plot,Tail Whip,Lightning Rod,Static,,,Electric,Cutesy,,,,,,"Electroweb, Volt Tackle",Field,Fairy,4 Days,Forest,Urban,,,,Herbivore,Uncommon,,,G-Max Volt Crash,Pichu,,,,,,,,,,,,,
Gigantamax Pikachu,120,6,4,5,5,9,Electric,,Quick Attack,Electro Ball,Nuzzle,Large (Dynamic),Heavy (Dynamic),Zapper,,,,,,,Charm,Nasty Plot,Tail Whip,Lightning Rod,Static,,,Electric,Cutesy,,,,,,"Electroweb, Volt Tackle",Field,Fairy,4 Days,Forest,Urban,,,,Herbivore,Uncommon,Pikachu,Gigantamax,G-Max Volt Crash,Pichu,,,,,,,,,,,,,
Raichu,36,9,6,9,8,11,Electric,,Slam,Thunderbolt,Thunder Wave,Medium,Medium,Zapper,,,,,,,Agility,Charm,Nasty Plot,Lightning Rod,Static,,,Electric,Cutesy,,,,,,"Electroweb, Volt Tackle",Field,Fairy,4 Days,Forest,Urban,,,,Herbivore,Uncommon,,,,Pikachu,,,,,,,,,,,,,
Raichu (Island),36,9,5,10,9,11,Electric,Psychic,Slam,Thunderbolt,Psychic,Medium,Medium,Hover,Zapper,Telekinetic,,,,,Agility,Charm,Nasty Plot,Static,Surge Surfer,,,Electric,Cutesy,Psychic,,,,,"Electroweb, Volt Tackle",Field,Fairy,4 Days,Forest,Urban,,,,Herbivore,Uncommon,,,,Pikachu,,,,,,,,,,,,,
Eevee,36,6,5,5,7,6,Normal,,Quick Attack,Bite,Swift,Small,Light,Tracker,,,,,,,Charm,Adaptability,,,,,,Cutesy,,,,,,,Heal Bell,Field,-,10 Days,Forest,Urban,,,,Omnivore,Uncommon,,,G-Max Cuddle,,,,,,,,,,,,,,
Gigantamax Eevee,180,6,5,5,7,6,Normal,,Quick Attack,Bite,Swift,Large (Dynamic),Heavy (Dynamic),Tracker,,,,,,,Charm,Adaptability,,,,,,Cutesy,,,,,,,Heal Bell,Field,-,10 Days,Forest,Urban,,,,Omnivore,Uncommon,Eevee,Gigantamax,G-Max Cuddle,,,,,,,,,,,,,,
Vaporeon,78,7,6,11,10,7,Water,,Water Gun,Aqua Ring,Hydro Pump,Medium,Medium,Amorphous,Fountain,Gilled,Swimmer,Tracker,,,Acid Armor,Adaptability,Hydration,Water Absorb,,,,Cutesy,Water,,,,,,Heal Bell,Field,-,10 Days,Forest,Urban,,,,Omnivore,Uncommon,,,,Eevee,,,,,,,,,,,,,
Jolteon,42,7,6,11,10,13,Electric,,Thunder Shock,Pin Missile,Thunder Wave,Medium,Medium,Tracker,Zapper,,,,,,Agility,Charm,Adaptability,Quick Feet,Volt Absorb,,,Cutesy,Electric,,,,,,Heal Bell,Field,-,10 Days,Forest,Urban,,,,Omnivore,Uncommon,,,,Eevee,,,,,,,,,,,,,
Espeon,42,7,6,13,10,11,Psychic,,Confusion,Morning Sun,Psychic,Medium,Medium,Telekinetic,Tracker,,,,,,Charm,Calm Mind,Adaptability,Magic Bounce,Synchronize,,,Cutesy,Psychic,,,,,,"Heal Bell, Morning Sun",Field,-,10 Days,Forest,Urban,,,,Omnivore,Uncommon,,,,Eevee,,,,,,,,,,,,,
Flareon,42,13,6,10,11,7,Fire,,Ember,Smog,Flare Blitz,Medium,Medium,Firestarter,Heater,Tracker,,,,,Charm,Scary Face,Adaptability,Flash Fire,Guts,,,Cutesy,Fire,,,,,,Heal Bell,Field,-,10 Days,Forest,Urban,,,,Omnivore,Uncommon,,,,Eevee,,,,,,,,,,,,,
Umbreon,60,7,11,6,13,7,Dark,,Pursuit,Assurance,Moonlight,Medium,Medium,Glow,Mind Lock,Tracker,,,,,Charm,Screech,Adaptability,Inner Focus,Synchronize,,,Cutesy,Dark,,,,,,"Heal Bell, Moonlight",Field,-,10 Days,Forest,Urban,,,,Omnivore,Uncommon,,,,Eevee,,,,,,,,,,,,,
Glaceon,42,6,11,13,10,7,Ice,,Icy Wind,Hail,Blizzard,Medium,Medium,Chilled,Freezer,Tracker,,,,,Barrier,Charm,Adaptability,Ice Body,Snow Cloak,,,Cutesy,Ice,,,,,,Heal Bell,Field,-,10 Days,Forest,Urban,,,,Omnivore,Uncommon,,,,Eevee,,,,,,,,,,,,,
Leafeon,42,11,13,6,7,10,Grass,,Razor Leaf,Grass Whistle,Leaf Blade,Medium,Medium,Sprouter,Tracker,,,,,,Charm,Swords Dance,Adaptability,Chlorophyll,Leaf Guard,,,Cutesy,Grass,,,,,,"Heal Bell, Grass Whistle",Field,-,10 Days,Forest,Urban,,,,Omnivore,Uncommon,,,,Eevee,,,,,,,,,,,,,
Sylveon,60,7,7,11,13,6,Fairy,,Fairy Wind,Light Screen,Moonblast,Medium,Medium,Tracker,Reach,,,,,,Charm,Adaptability,Cute Charm,Pixilate,,,,Cutesy,Fairy,,,,,,Heal Bell,Field,-,10 Days,Forest,Urban,,,,Omnivore,Uncommon,,,,Eevee,,,,,,,,,,,,,
Blipbug,18,2,2,3,5,5,Bug,,Splash,Tackle,Struggle Bug,Small,Light,None,,,,,,,Swarm,,,,,,,Bug,Psychic,Winged,,,,,,Bug,-,7 Days,Field,Forest,,,,Omnivore,Common,,,,,,,,,,,,,,,,,
Dottler,30,4,8,5,9,3,Bug,Psychic,Reflect,Light Screen,Confusion,Small,Medium,Telekinetic,,,,,,,Compound Eyes,Swarm,,,,,,Bug,Psychic,Winged,,,,,,Bug,-,7 Days,Field,Forest,,,,Omnivore,Common,,,,Blipbug,,,,,,,,,,,,,
Orbeetle,36,5,11,8,12,9,Bug,Psychic,Psychic,Bug Buzz,Psychic Terrain,Small,Medium,Flight,Intelligence,Telekinetic,,,,,Agility,Calm Mind,Compound Eyes,Swarm,Telepathy,,,Bug,Psychic,Winged,,,,,,Bug,-,7 Days,Field,Forest,,,,Omnivore,Common,,,G-Max Gravitas,Dottler,,,,,,,,,,,,,
Gigantamax Orbeetle,180,5,11,8,12,9,Bug,Psychic,Psychic,Bug Buzz,Psychic Terrain,Large (Dynamic),Heavy (Dynamic),Flight,Intelligence,Telekinetic,,,,,Agility,Calm Mind,Compound Eyes,Swarm,Telepathy,,,Bug,Psychic,Winged,,,,,,Bug,-,7 Days,Field,Forest,,,,Omnivore,Common,Orbeetle,Gigantamax,G-Max Gravitas,Dottler,,,,,,,,,,,,,
Caterpie,30,3,4,2,2,5,Bug,,Splash,Tackle,Bug Bite,Small,Light,Threaded,Repulsive,,,,,,String Shot,Shield Dust,,,,,,Bug,,,,,,,,Bug,-,7 Days,Forest,Jungle,,,,Herbivore,Common,,,,,,,,,,,,,,,,,
Metapod,30,2,6,3,3,3,Bug,,Bide,Protect,Safeguard,Medium,Medium,Threaded,,,,,,,Harden,String Shot,Shed Skin,,,,,Bug,,,,,,,,Bug,-,7 Days,Forest,Jungle,,,,Herbivore,Common,,,,Caterpie,,,,,,,,,,,,,
Butterfree,36,5,5,9,8,7,Bug,Flying,Confusion,Bug Buzz,Air Slash,Medium,Medium,Flight,Guster,,,,,,Quiver Dance,Tailwind,Compound Eyes,Shield Dust,Tinted Lens,,,Bug,Flying,Psychic,Lepidopteran,Winged,,,,Bug,-,7 Days,Forest,Jungle,,,,Herbivore,Common,,,G-Max Befuddle,Metapod,,,,,,,,,,,,,
Gigantamax Butterfree,180,5,5,9,8,7,Bug,Flying,Confusion,Bug Buzz,Air Slash,Large (Dynamic),Heavy (Dynamic),Flight,Guster,,,,,,Quiver Dance,Tailwind,Compound Eyes,Shield Dust,Tinted Lens,,,Bug,Flying,Psychic,Lepidopteran,Winged,,,,Bug,-,7 Days,Forest,Jungle,,,,Herbivore,Common,Butterfree,Gigantamax,G-Max Befuddle,Metapod,,,,,,,,,,,,,
Grubbin,30,6,5,6,5,5,Bug,,Vice Grip,Bite,Bug Bite,Small,Light,Threaded,Burrow,,,,,,String Shot,Swarm,,,,,,Bug,Electric,Horned,Winged,,,,"Electroweb, Vice Grip",Bug,-,7 Days,Woodlands,Urban Plants,,,,Herbivore,Common,,,,,,,,,,,,,,,,,
Charjabug,36,8,10,6,8,4,Bug,Electric,Charge,Spark,Crunch,Small,Medium,Threaded,Zapper,Burrow,,,,,String Shot,Battery,Swarm,,,,,Bug,Electric,Horned,Winged,,,,"Electroweb, Vice Grip",Bug,-,7 Days,Woodlands,Urban Plants,,,,Herbivore,Common,,,,Grubbin,,,,,,,,,,,,,
Vikavolt,48,7,9,15,8,4,Bug,Electric,Thunderbolt,Acrobatics,Bug Buzz,Medium,Medium,Flight,Zapper,,,,,,Agility,Battery,Levitate,Swarm,,,,Bug,Electric,Horned,Winged,Flying,,,"Electroweb, Vice Grip, Guillotine",Bug,-,7 Days,Woodlands,Urban Plants,,,,Herbivore,Common,,,,Charjabug,,,,,,,,,,,,,
Spewpa,30,2,6,3,3,3,Bug,,Protect,Safeguard,Endure,Small,Light,Threaded,,,,,,,String Shot,Shed Skin,Shield Dust,,,,,Bug,Lepidopteran,Winged,,,,,,Bug,-,7 Days,Forest,,,,,Herbivore,Common,,,,,,,,,,,,,,,,,
Scatterbug,24,4,4,3,3,4,Bug,,Tackle,Bug Bite,Stun Spore,Small,Featherweight,Threaded,,,,,,,String Shot,Shield Dust,,,,,,Bug,Lepidopteran,Winged,,,,,,Bug,-,7 Days,Forest,,,,,Herbivore,Common,,,,Spewpa,,,,,,,,,,,,,
Vivillon,48,5,5,9,5,9,Bug,Flying,Gust,Hurricane,Powder,Medium,Medium,Flight,Guster,Wing Pattern,,,,,Quiver Dance,Compound Eyes,Friend Guard,Shield Dust,,,,Bug,Lepidopteran,Winged,Flying,,,,,Bug,-,7 Days,Forest,,,,,Herbivore,Common,,,,Scatterbug,,,,,,,,,,,,,
Sewaddle,30,5,7,4,6,4,Bug,Grass,Tackle,Bug Bite,Razor Leaf,Small,Light,Threaded,,,,,,,String Shot,Swarm,,,,,,Bug,Grass,,,,,,Sticky Web,Bug,-,10 Days,Forest,,,,,Herbivore / Saprophyte,Common,,,,,,,,,,,,,,,,,
Swadloon,36,6,9,5,8,4,Bug,Grass,Bide,Protect,Safeguard,Medium,Light,Threaded,,,,,,,String Shot,Chlorophyll,Swarm,Leaf Guard,,,,Bug,Grass,,,,,,"Sticky Web, Grass Whistle",Bug,-,10 Days,Forest,,,,,Herbivore / Saprophyte,Common,,,,Sewaddle,,,,,,,,,,,,,
Leavanny,48,10,8,7,8,9,Bug,Grass,Slash,X-Scissor,Leaf Storm,Medium,Medium,Threaded,,,,,,,String Shot,Swords Dance,Chlorophyll,Overcoat,Swarm,,,Bug,Grass,Blades/Claws,,,,,"Sticky Web, Grass Whistle",Bug,-,10 Days,Forest,,,,,Herbivore / Saprophyte,Common,,,,Swadloon,,,,,,,,,,,,,
Venipede,18,5,6,3,4,6,Bug,Poison,Rollout,Poison Sting,Pursuit,Small,Light,None,,,,,,,Defense Curl,Screech,Swarm,,,,,Bug,Poison,,,,,,Poison Tail,Bug,-,10 Days,Forest,Woodlands,,,,Omnivore,Common,,,,,,,,,,,,,,,,,
Whirlipede,24,6,10,4,8,5,Bug,Poison,Bug Bite,Protect,Poison Tail,Medium,Medium,None,,,,,,,Iron Defense,Screech,Poison Point,Swarm,,,,Bug,Poison,,,,,,Poison Tail,Bug,-,10 Days,Forest,Woodlands,,,,Omnivore,Common,,,,Venipede,,,,,,,,,,,,,
Scolipede,36,10,9,6,7,11,Bug,Poison,Venoshock,Venom Drench,Megahorn,Large,Superweight,None,,,,,,,Iron Defense,Screech,Speed Boost,Poison Point,Quick Feet,Swarm,,Bug,Poison,Bruiser,,,,,Poison Tail,Bug,-,10 Days,Forest,Woodlands,,,,Omnivore,Common,,,,Whirlipede,,,,,,,,,,,,,
Weedle,24,4,3,2,2,5,Bug,Poison,Poison Sting,Tackle,Bug Bite,Small,Light,Threaded,,,,,,,String Shot,Shield Dust,,,,,,Bug,Poison,,,,,,,Bug,-,7 Days,Forest,Woodlands,,,,Omnivore,Common,,,,,,,,,,,,,,,,,
Kakuna,30,3,5,3,3,4,Bug,Poison,Bide,Protect,Safeguard,Medium,Medium,Threaded,Heater,,,,,,Harden,String Shot,Shed Skin,,,,,Bug,Poison,,,,,,,Bug,-,7 Days,Forest,Woodlands,,,,Omnivore,Common,,,,Weedle,,,,,,,,,,,,,
Beedrill,42,9,4,5,8,8,Bug,Poison,Twineedle,Poison Jab,Fell Stinger,Medium,Medium,Flight,,,,,,,Agility,Focus Energy,Shield Dust,Sniper,Swarm,,,Bug,Poison,Winged,Horned,,,,,Bug,-,7 Days,Forest,Woodlands,,,,Omnivore,Common,,,,Kakuna,,,,,,,,,,,,,
Mega Beedrill,42,15,4,2,8,15,Bug,Poison,Twineedle,Poison Jab,Fell Stinger,Medium,Medium,Flight,,,,,,,Agility,Focus Energy,Shield Dust,Sniper,Swarm,Mega Adaptability,,Bug,Poison,Winged,Horned,,,,,Bug,-,7 Days,Forest,Woodlands,,,,Omnivore,Common,Beedrill,Mega,,Kakuna,,,,,,,,,,,,,
Wurmple,30,5,4,2,3,2,Bug,,Poison Sting,Tackle,Bug Bite,Small,Light,Climber,Threaded,,,,,,String Shot,Shield Dust,,,,,,Bug,,,,,,,,Bug,-,7 Days,Forest,,,,,Herbivore,Common,,,,,,,,,,,,,,,,,
Silcoon,30,4,6,3,3,2,Bug,,Bide,Protect,Safeguard,Small,Light,Threaded,,,,,,,String Shot,Shed Skin,Shield Dust,,,,,Bug,,,,,,,,Bug,-,7 Days,Forest,,,,,Herbivore,Common,,,,Wurmple,,,,,,,,,,,,,
Beautifly,36,7,5,10,5,7,Bug,Flying,Attract,Giga Drain,Bug Buzz,Medium,Medium,Flight,,,,,,,Quiver Dance,Compound Eyes,Shield Dust,,,,,Bug,Flying,Grass (Ranged attacks),Lepidopteran,Winged,,,Morning Sun,Bug,-,7 Days,Forest,,,,,Herbivore,Common,,,,Silcoon,,,,,,,,,,,,,
Cascoon,30,4,6,3,3,2,Bug,,Bide,Protect,Safeguard,Small,Medium,Threaded,,,,,,,String Shot,Shed Skin,Shield Dust,,,,,Bug,,,,,,,,Bug,-,7 Days,Forest,,,,,Herbivore,Common,,,,Wurmple,,,,,,,,,,,,,
Dustox,36,5,7,5,9,7,Bug,Poison,Psybeam,Toxic,Bug Buzz,Medium,Medium,Flight,,,,,,,Quiver Dance,Compound Eyes,Shield Dust,,,,,Bug,Poison,Psychic (Ranged attacks),Lepidopteran,Winged,,,Moonlight,Bug,-,7 Days,Forest,,,,,Herbivore,Common,,,,Cascoon,,,,,,,,,,,,,
Combee,18,3,4,3,4,7,Bug,Flying,Gust,Bug Bite,Bug Buzz,Small,Light,Flight,Guster,,,,,,Hustle,,,,,,,Bug,Flying,Winged,,,,,,Bug,-,7 Days,Cave,Forest,,,,Herbivore,Common,,,,,,,,,,,,,,,,,
Vespiquen,42,8,10,8,10,4,Bug,Flying,Power Gem,Air Slash,Fell Stinger,Medium,Medium,Flight,Guster,,,,,,Pressure,Unnerve,Majesty's Order,,,,,Bug,Flying,Winged,Energy Blast,,,,Heal Order,Bug,-,7 Days,Cave,Forest,,,,Herbivore,Common,,,,Combee,,,,,,,,,,,,,
Cutiefly,24,5,4,6,4,8,Bug,Fairy,Absorb,Fairy Wind,Stun Spore,Tiny,Featherweight,Flight,,,,,,,Shield Dust,,,,,,,Bug,Fairy,Cutesy,Lepidopteran,Winged,,,,Bug,Fairy,10 Days,Field,Urban Abandoned,,,,Herbivore,Common,,,,,,,,,,,,,,,,,
Ribombee,36,6,6,10,7,12,Bug,Fairy,Pollen Puff,Draining Kiss,Dazzling Gleam,Tiny,Featherweight,Flight,,,,,,,Quiver Dance,Shield Dust,Sweet Veil,,,,,Bug,Fairy,Cutesy,Lepidopteran,Winged,,,Pollen Puff,Bug,Fairy,10 Days,Field,Urban Abandoned,,,,Herbivore,Common,,,,Cutiefly,,,,,,,,,,,,,
Dwebble,30,7,9,4,4,6,Bug,Rock,Fury Cutter,Rock Blast,Bug Bite,Medium,Superweight,None,,,,,,,Rock Polish,Withdraw,Sturdy,,,,,Bug,Rock,Ground,,,,,Shell Smash,Bug,Mineral,10 Days,Cave,Desert,,,,Herbivore,Uncommon,,,,,,,,,,,,,,,,,
Crustle,42,11,13,7,8,5,Bug,Rock,Slash,X-Scissor,Rock Wrecker,Small,Medium,None,,,,,,,Rock Polish,Withdraw,Shell Armor,Sturdy,Weak Armor,,,Bug,Rock,Ground,,,,,"Shell Smash, Rock Wrecker",Bug,Mineral,10 Days,Cave,Desert,,,,Herbivore,Uncommon,,,,Dwebble,,,,,,,,,,,,,
Joltik,30,5,5,6,5,7,Bug,Electric,Absorb,Thunder Wave,Bug Bite,Tiny,Featherweight,Climber,Threaded,Zapper,,,,,Screech,String Shot,Compound Eyes,,,,,Bug,Electric,,,,,,"Electroweb, Spider Web, Sticky Web",Bug,-,10 Days,Cave,Forest,,,,Carnivore/Ergovore,Uncommon,,,,,,,,,,,,,,,,,
Galvantula,42,8,6,10,6,11,Bug,Electric,Sticky Web,Electroweb,Signal Beam,Large,Medium,Climber,Threaded,Zapper,,,,,Agility,Screech,Compound Eyes,Swarm,Unnerve,,,Bug,Electric,,,,,,"Electroweb, Spider Web, Sticky Web",Bug,-,10 Days,Cave,Forest,,,,Carnivore/Ergovore,Uncommon,,,,Joltik,,,,,,,,,,,,,
Karrablast,30,8,5,4,5,6,Bug,,Peck,Fury Attack,Fury Cutter,Small,Light,None,,,,,,,Leer,Swarm,,,,,,Bug,,,,,,,,Bug,-,10 Days,Field,Forest,Wetlands,,,Herbivore,Uncommon,,,,,,,,,,,,,,,,,
Escavalier,42,14,11,6,11,2,Bug,Steel,Slash,Iron Head,Fell Stinger,Medium,Medium,None,,,,,,,Leer,Overcoat,Shell Armor,Swarm,,,,Bug,Steel,Blades/Claws,Horned,,,,,Bug,-,10 Days,Field,Forest,Wetlands,,,Herbivore,Uncommon,,,,Karrablast,,,,,,,,,,,,,
Kricketot,24,3,4,3,4,3,Bug,,Bide,Struggle Bug,Bug Bite,Small,Featherweight,None,,,,,,,Growl,Shed Skin,,,,,,Bug,Sound,,,,,,,Bug,-,7 Days,Field,,,,,Herbivore,Common,,,,,,,,,,,,,,,,,
Kricketune,48,9,5,6,5,7,Bug,,Fury Cutter,Sing,Night Slash,Medium,Medium,Flight,,,,,,,Growl,Screech,Shed Skin,Swarm,Technician,,,Bug,Blades/Claws,Sound,Winged,,,,Perish Song,Bug,-,7 Days,Field,,,,,Herbivore,Common,,,,Kricketot,,,,,,,,,,,,,
Larvesta,36,9,6,5,6,6,Bug,Fire,Ember,Absorb,Take Down,Medium,Medium,Firestarter,Heater,Threaded,,,,,String Shot,Flame Body,,,,,,Bug,Fire,Lepidopteran,,,,,,Bug,-,10 Days,Volcanoes,,,,,Herbivore,Rare,,,,,,,,,,,,,,,,,
Volcarona,54,6,7,14,11,10,Bug,Fire,Rage Powder,Hurricane,Fiery Dance,Large,Medium,Firestarter,Flight,Heater,Guster,,,,Quiver Dance,Flame Body,Swarm,,,,,Bug,Fire,Lepidopteran,Winged,Flying,,,Fiery Dance,Bug,-,10 Days,Volcanoes,,,,,Herbivore,Rare,,,,Larvesta,,,,,,,,,,,,,
Ledyba,24,2,3,4,8,6,Bug,Flying,Tackle,Swift,Supersonic,Medium,Medium,Flight,,,,,,,Swarm,,,,,,,Bug,Flying,Winged,,,,,,Bug,-,7 Days,Forest,Jungle,Wetlands,,,Omnivore,Common,,,,,,,,,,,,,,,,,
Ledian,36,4,5,6,11,9,Bug,Flying,Mach Punch,Bug Buzz,Air Slash,Medium,Medium,Flight,,,,,,,Agility,Early Bird,Iron Fist,Swarm,,,,Bug,Flying,Winged,Punches,Psychic (Effects only),,,,Bug,-,7 Days,Forest,Jungle,Wetlands,,,Omnivore,Common,,,,Ledyba,,,,,,,,,,,,,
Paras,24,7,6,5,6,3,Bug,Grass,Stun Spore,Absorb,Fury Cutter,Small,Light,None,,,,,,,Growth,Effect Spore,,,,,,Bug,Grass,Lepidopteran,Parasitic,,,,Spore,Bug,Grass,10 Days,Cave,Forest,Woodlands,,,Phototroph / Saprophyte,Common,,,,,,,,,,,,,,,,,
Parasect,36,10,8,6,8,3,Bug,Grass,Spore,Slash,Giga Drain,Medium,Medium,None,,,,,,,Growth,Damp,Dry Skin,Effect Spore,,,,Bug,Grass,Lepidopteran,Parasitic,Blades/Claws,,,Spore,Bug,Grass,10 Days,Cave,Forest,Woodlands,,,Phototroph / Saprophyte,Common,,,,Paras,,,,,,,,,,,,,
Pineco,30,7,9,4,4,2,Bug,,Protect,Bug Bite,Rapid Spin,Small,Light,Threaded,,,,,,,Sturdy,,,,,,,Bug,Rock,,,,,,"Explosion, Self-Destruct",Bug,-,10 Days,Forest,,,,,Omnivore,Uncommon,,,,,,,,,,,,,,,,,
Forretress,48,9,14,6,6,4,Bug,Steel,Self-Destruct,Zap Cannon,Heavy Slam,Large,Heavy,Threaded,,,,,,,Autotomize,Iron Defense,Overcoat,Sturdy,,,,Bug,Rock,Steel,,,,,"Explosion, Self-Destruct, Mirror Shot",Bug,-,10 Days,Forest,,,,,Omnivore,Uncommon,,,,Pineco,,,,,,,,,,,,,
Scyther,42,11,8,6,8,11,Bug,Flying,Vacuum Wave,Slash,X-Scissor,Medium,Medium,Flight,,,,,,,Agility,Focus Energy,Swords Dance,Swarm,,,,Bug,Flying,Blades/Claws,,,,,,Bug,-,13 Days,Forest,Grasslands,Woodlands,,,Omnivore,Rare,,,,,,,,,,,,,,,,,
Scizor,42,13,10,6,8,7,Bug,Steel,Metal Claw,Night Slash,Iron Head,Medium,Heavy,Flight,,,,,,,Focus Energy,Iron Defense,Swords Dance,Swarm,Technician,,,Bug,Flying,Blades/Claws,Steel,,,,,Bug,-,13 Days,Forest,Grasslands,Woodlands,,,Omnivore,Rare,,,,Scyther,,,,,,,,,,,,,
